title,line_text
SOME QUESTIONS YOU MIGHT ASK,The swan opens her white wings slowly.
SOME QUESTIONS YOU MIGHT ASK,"In the fall, the black bear carries leaves into the darkness."
SOME QUESTIONS YOU MIGHT ASK,One question leads to another.
SOME QUESTIONS YOU MIGHT ASK,Does it have a shape? Like an iceberg?
SOME QUESTIONS YOU MIGHT ASK,Like the eye of a hummingbird?
SOME QUESTIONS YOU MIGHT ASK,"Does it have one lung, like the snake and the scallop?"
SOME QUESTIONS YOU MIGHT ASK,"Why should I have it, and not the anteater"
SOME QUESTIONS YOU MIGHT ASK,who loves her children?
SOME QUESTIONS YOU MIGHT ASK,"Why should l have it, and not the camel?"
SOME QUESTIONS YOU MIGHT ASK,"Come to think of it, what about the maple trees?"
SOME QUESTIONS YOU MIGHT ASK,What about the blue iris?
SOME QUESTIONS YOU MIGHT ASK,"What about all the little stones, sitting alone in the moonlight?"
SOME QUESTIONS YOU MIGHT ASK,"What about roses, and lemons, and their shining leaves?"
SOME QUESTIONS YOU MIGHT ASK,What about the grass?
SONG FOR AUTUMN,In the deep fall
SONG FOR AUTUMN,don’t you imagine the leaves think how
SONG FOR AUTUMN,comfortable it will be to touch
SONG FOR AUTUMN,the earth instead of the
SONG FOR AUTUMN,nothingness of air and the endless
SONG FOR AUTUMN,freshets of wind? And don’t you think
SONG FOR AUTUMN,"the trees themselves, especially those with mossy,"
SONG FOR AUTUMN,"warm caves, begin to think"
SONG FOR AUTUMN,"of the birds that will come—six, a dozen—to sleep"
SONG FOR AUTUMN,inside their bodies? And don’t you hear
SONG FOR AUTUMN,"the goldenrod whispering goodbye,"
SONG FOR AUTUMN,the everlasting being crowned with the first
SONG FOR AUTUMN,tuffets of snow? The pond
SONG FOR AUTUMN,"vanishes, and the white field over which"
SONG FOR AUTUMN,the fox runs so quickly brings out
SONG FOR AUTUMN,its blue shadows. And the wind pumps its
SONG FOR AUTUMN,"bellows. And at evening especially,"
SONG FOR AUTUMN,"the piled firewood shifts a little,"
SONG FOR AUTUMN,longing to be on its way.
SPRING,All day the flicker
SPRING,has anticipated
SPRING,"the lust of the season, by"
SPRING,shouting. He scouts up
SPRING,tree after tree and at
SPRING,a certain place begins
SPRING,"to cry out. My, in his"
SPRING,"black-freckled vest, bay body with"
SPRING,red trim and sudden chrome
SPRING,"underwings, he is"
SPRING,dapper. Of course somebody
SPRING,listening nearby
SPRING,hears him; she answers
SPRING,with a sound like hysterical
SPRING,"laughter, and rushes out into"
SPRING,the field where he is poised
SPRING,"on an old phone pole, his head"
SPRING,"swinging, his wings"
SPRING,opening and shutting in a kind of
SPRING,butterfly stroke. She can’t
SPRING,resist; they touch; they flutter.
SPRING,"How lightly, altogether, they accept"
SPRING,"the great task, of carrying life"
SPRING,forward! In the crown of an oak
SPRING,they choose a small tree-cave
SPRING,which they enter with sudden quietness
SPRING,"and modesty. And, for a while,"
SPRING,the wind that can be
SPRING,"a knife or a hammer, subsides."
SPRING,They listen
SPRING,to the thrushes.
SPRING,"The sky is blue, or the rain"
SPRING,falls with its spills of pearl.
SPRING,Around their wreath of darkness
SPRING,the leaves of the world unfurl.
STONES,"The white stones were mountains, then they went traveling."
STONES,The pink stones also were part of a mountain before
STONES,the glacier’s tongue gathered them up.
STONES,Now they lie resting under the waves.
STONES,"The green stones are lovelier than the blue stones, I thought"
STONES,"for a little while,"
STONES,then I changed my mind.
STONES,Stones born of the sediments tell what ooze floated down
STONES,the outwash once.
STONES,"Stones born of the fire have red stars inside their bodies,"
STONES,and seams of white quartz.
STONES,"Also I admire the heft, and the circularities"
STONES,as they lie without wrists or ankles just under the water.
STONES,Also I imagine how they lie quietly all night
STONES,"under the moon and whatever passes overhead—say, the floating"
STONES,lily of the night-heron.
STONES,It is apparent also how they lie relaxed under the sun’s
STONES,golden ladders.
STONES,Each one is a slow-wheeler.
STONES,"Each one is a tiny church, locked up tight."
STONES,Each one is perfect—but none of them is ready quite yet
STONES,"to come to the garden, to raise corn"
STONES,or the bulb of the iris.
STONES,If I lived inland I would want to take one or two home with me
STONES,"just to look at in that long life of dust and grass,"
STONES,but I hope I wouldn’t.
STONES,"I hope I wouldn’t take even one like a seed from the sunflower’s face,"
STONES,like an ant’s white egg from the warm nursery under the hill.
STONES,"I hope I would leave them, in the perfect balance of things,"
STONES,in the clear body of the sea
SWAN,"Did you too see it, drifting, all night on the black river?"
SWAN,"Did you see it in the morning, rising into the silvery air,"
SWAN,"an armful of white blossoms,"
SWAN,a perfect commotion of silk and linen as it leaned
SWAN,"into the bondage of its wings: a snowbank, a bank of lilies,"
SWAN,biting the air with its black beak?
SWAN,"Did you hear it, fluting and whistling"
SWAN,"a shrill dark music, like the rain pelting the trees,"
SWAN,like a waterfall
SWAN,knifing down the black ledges?
SWAN,"And did you see it, finally, just under the clouds—"
SWAN,"a white cross streaming across the sky, its feet"
SWAN,"like black leaves, its wings like the stretching light"
SWAN,of the river?
SWAN,"And did you feel it, in your heart, how it pertained to everything?"
SWAN,And have you too finally figured out what beauty is for?
SWAN,And have you changed your life?
TECUMSEH,I went down not long ago
TECUMSEH,"to the Mad River, under the willows"
TECUMSEH,"I knelt and drank from that crumpled flow, call it"
TECUMSEH,"what madness you will, there’s a sickness"
TECUMSEH,worse than the risk of death and that’s
TECUMSEH,forgetting what we should never forget.
TECUMSEH,Tecumseh lived here.
TECUMSEH,The wounds of the past
TECUMSEH,"are ignored, but hang on"
TECUMSEH,"like the litter that snags among the yellow branches,"
TECUMSEH,"newspapers and plastic bags, after the rains."
TECUMSEH,Where are the Shawnee now?
TECUMSEH,Do you know? Or would you have to
TECUMSEH,"write to Washington, and even then,"
TECUMSEH,"whatever they said,"
TECUMSEH,would you believe it? Sometimes
TECUMSEH,I would like to paint my body red and go out into
TECUMSEH,the glittering snow
TECUMSEH,to die.
TECUMSEH,His name meant Shooting Star.
TECUMSEH,From Mad River country north to the border
TECUMSEH,he gathered the tribes
TECUMSEH,and armed them one more time. He vowed
TECUMSEH,to keep Ohio and it took him
TECUMSEH,over twenty years to fail.
TECUMSEH,"After the bloody and final fighting, at Thames,"
TECUMSEH,"it was over, except"
TECUMSEH,his body could not be found.
TECUMSEH,"It was never found,"
TECUMSEH,"and you can do whatever you want with that, say"
TECUMSEH,his people came in the black leaves of the night
TECUMSEH,"and hauled him to a secret grave, or that"
TECUMSEH,"he turned into a little boy again, and leaped"
TECUMSEH,into a birch canoe and went
TECUMSEH,"rowing home down the rivers. Anyway,"
TECUMSEH,"this much I’m sure of: if we ever meet him, we’ll know it,"
TECUMSEH,he will still be
TECUMSEH,so angry.
TERNS,"Don’t think just now of the trudging forward of thought,"
TERNS,but of the wing-drive of unquestioning affirmation.
TERNS,"It’s summer, you never saw such a blue sky,"
TERNS,"and here they are, those white birds with quick wings,"
TERNS,"sweeping over the waves,"
TERNS,"chattering and plunging,"
TERNS,"their thin beaks snapping, their hard eyes"
TERNS,happy as little nails.
TERNS,The years to come—this is a promise—
TERNS,will grant you ample time
TERNS,to try the difficult steps in the empire of thought
TERNS,where you seek for the shining proofs you think you must have.
TERNS,"But nothing you ever understand will be sweeter, or more binding,"
TERNS,than this deepest affinity between your eyes and the world.
TERNS,The flock thickens
TERNS,"over the roiling, salt brightness. Listen,"
TERNS,"maybe such devotion, in which one holds the world"
TERNS,"in the clasp of attention, isn’t the perfect prayer,"
TERNS,"but it must be close, for the sorrow, whose name is doubt,"
TERNS,"is thus subdued, and not through the weaponry of reason,"
TERNS,"but of pure submission. Tell me, what else"
TERNS,could beauty be for? And now the tide
TERNS,"is at its very crown,"
TERNS,"the white birds sprinkle down,"
TERNS,"gathering up the loose silver, rising"
TERNS,"as if weightless. It isn’t instruction, or a parable."
TERNS,It isn’t for any vanity or ambition
TERNS,"except for the one allowed, to stay alive."
TERNS,It’s only a nimble frolic
TERNS,"over the waves. And you find, for hours,"
TERNS,you cannot even remember the questions
TERNS,that weigh so in your mind.
THE ARROWHEAD,"The arrowhead,"
THE ARROWHEAD,"which I found beside the river,"
THE ARROWHEAD,was glittering and pointed.
THE ARROWHEAD,"I picked it up, and said,"
THE ARROWHEAD,"Now, it’s mine."
THE ARROWHEAD,I thought of showing it to friends.
THE ARROWHEAD,I thought of putting it—such an imposing trinket—
THE ARROWHEAD,"in a little box, on my desk."
THE ARROWHEAD,"Halfway home, past the cut fields,"
THE ARROWHEAD,the old ghost
THE ARROWHEAD,stood under the hickories.
THE ARROWHEAD,"I would rather drink the wind, he said,"
THE ARROWHEAD,I would rather eat mud and die
THE ARROWHEAD,"than steal as you still steal,"
THE ARROWHEAD,than lie as you still lie.
THE BLACK SNAKE,When the black snake
THE BLACK SNAKE,"flashed onto the morning road,"
THE BLACK SNAKE,and the truck could not swerve—
THE BLACK SNAKE,"death, that is how it happens."
THE BLACK SNAKE,Now he lies looped and useless
THE BLACK SNAKE,as an old bicycle tire.
THE BLACK SNAKE,I stop the car
THE BLACK SNAKE,and carry him into the bushes.
THE BLACK SNAKE,He is as cool and gleaming
THE BLACK SNAKE,"as a braided whip, he is as beautiful and quiet"
THE BLACK SNAKE,as a dead brother.
THE BLACK SNAKE,I leave him under the leaves
THE BLACK SNAKE,"and drive on, thinking"
THE BLACK SNAKE,"about death: its suddenness,"
THE BLACK SNAKE,"its terrible weight,"
THE BLACK SNAKE,its certain coming. Yet under
THE BLACK SNAKE,"reason burns a brighter fire, which the bones"
THE BLACK SNAKE,have always preferred.
THE BLACK SNAKE,It is the story of endless good fortune.
THE BLACK SNAKE,It says to oblivion: not me!
THE BLACK SNAKE,It is the light at the center of every cell.
THE BLACK SNAKE,It is what sent the snake coiling and flowing forward
THE BLACK SNAKE,happily all spring through the green leaves before
THE BLACK SNAKE,he came to the road.
THE DIPPER,Once I saw
THE DIPPER,"in a quick-falling, white-veined stream,"
THE DIPPER,"among the leafed islands of the wet rocks,"
THE DIPPER,"a small bird, and knew it"
THE DIPPER,from the pages of a book; it was
THE DIPPER,"the dipper, and dipping he was,"
THE DIPPER,"as well as, sometimes, on a rock-peak, starting up"
THE DIPPER,"the clear, strong pipe of his voice; at this,"
THE DIPPER,"there being no words to transcribe, I had to"
THE DIPPER,"bend forward, as it were,"
THE DIPPER,"into his frame of mind, catching"
THE DIPPER,"everything I could in the tone,"
THE DIPPER,"cadence, sweetness, and briskness"
THE DIPPER,of his affirmative report.
THE DIPPER,"Though not by words, it was"
THE DIPPER,a more than satisfactory way to the
THE DIPPER,bridge of understanding. This happened
THE DIPPER,in Colorado
THE DIPPER,more than half a century ago—
THE DIPPER,"more, certainly, than half my lifetime ago—"
THE DIPPER,"and, just as certainly, he has been sleeping for decades"
THE DIPPER,"in the leaves beside the stream,"
THE DIPPER,"his crumble of white bones, his curl of flesh"
THE DIPPER,comfortable even so.
THE DIPPER,And still I hear him—
THE DIPPER,and whenever I open the ponderous book of riddles
THE DIPPER,"he sits with his black feet hooked to the page,"
THE DIPPER,"his eyes cheerful, still burning with water-love—"
THE DIPPER,"and thus the world is full of leaves and feathers,"
THE DIPPER,"and comfort, and instruction. I do not even remember"
THE DIPPER,"your name, great river,"
THE DIPPER,but since that hour I have lived
THE DIPPER,"simply,"
THE DIPPER,in the joy of the body as full and clear
THE DIPPER,as falling water; the pleasures of the mind
THE DIPPER,"like a dark bird dipping in and out, tasting and singing."
THE FISH,The first fish
THE FISH,I ever caught
THE FISH,would not lie down
THE FISH,quiet in the pail
THE FISH,but flailed and sucked
THE FISH,at the burning
THE FISH,amazement of the air
THE FISH,and died
THE FISH,in the slow pouring off
THE FISH,of rainbows. Later
THE FISH,I opened his body and separated
THE FISH,the flesh from the bones
THE FISH,and ate him. Now the sea
THE FISH,"is in me: I am the fish, the fish"
THE FISH,glitters in me; we are
THE FISH,"risen, tangled together, certain to fall"
THE FISH,"back to the sea. Out of pain,"
THE FISH,"and pain, and more pain"
THE FISH,"we feed this feverish plot, we are nourished"
THE FISH,by the mystery.
THE GIFT,"Be still, my soul, and steadfast."
THE GIFT,Earth and heaven both are still watching
THE GIFT,though time is draining from the clock
THE GIFT,"and your walk, that was confident and quick,"
THE GIFT,has become slow.
THE GIFT,"So, be slow if you must, but let"
THE GIFT,the heart still play its true part.
THE GIFT,"Love still as once you loved, deeply"
THE GIFT,and without patience. Let God and the world
THE GIFT,know you are grateful.
THE GIFT,That the gift has been given.
THE HERMIT CRAB,Once I looked inside
THE HERMIT CRAB,the darkness
THE HERMIT CRAB,"of a shell folded like a pastry,"
THE HERMIT CRAB,and there was a fancy face—
THE HERMIT CRAB,or almost a face—
THE HERMIT CRAB,it turned away
THE HERMIT CRAB,and frisked up its brawny forearms
THE HERMIT CRAB,so quickly
THE HERMIT CRAB,against the light
THE HERMIT CRAB,and my looking in
THE HERMIT CRAB,"I scarcely had time to see it,"
THE HERMIT CRAB,gleaming
THE HERMIT CRAB,under the pure white roof
THE HERMIT CRAB,of old calcium.
THE HERMIT CRAB,"When I set it down, it hurried"
THE HERMIT CRAB,along the tideline
THE HERMIT CRAB,"of the sea,"
THE HERMIT CRAB,"which was slashing along as usual,"
THE HERMIT CRAB,shouting and hissing
THE HERMIT CRAB,"toward the future,"
THE HERMIT CRAB,turning its back
THE HERMIT CRAB,"with every tide on the past,"
THE HERMIT CRAB,leaving the shore littered
THE HERMIT CRAB,every morning
THE HERMIT CRAB,with more ornaments of death—
THE HERMIT CRAB,what a pearly rubble
THE HERMIT CRAB,from which to choose a house
THE HERMIT CRAB,like a white flower—
THE HERMIT CRAB,and what a rebellion
THE HERMIT CRAB,to leap into it
THE HERMIT CRAB,"and hold on,"
THE HERMIT CRAB,"connecting everything,"
THE HERMIT CRAB,the past to the future—
THE HERMIT CRAB,which is of course the miracle—
THE HERMIT CRAB,which is the only argument there is
THE HERMIT CRAB,against the sea.
THE KINGFISHER,The kingfisher rises out of the black wave
THE KINGFISHER,"like a blue flower, in his beak"
THE KINGFISHER,he carries a silver leaf. I think this is
THE KINGFISHER,the prettiest world—so long as you don’t mind
THE KINGFISHER,"a little dying, how could there be a day in your whole life"
THE KINGFISHER,that doesn’t have its splash of happiness?
THE KINGFISHER,There are more fish than there are leaves
THE KINGFISHER,"on a thousand trees, and anyway the kingfisher"
THE KINGFISHER,"wasn’t born to think about it, or anything else."
THE KINGFISHER,"When the wave snaps shut over his blue head, the water"
THE KINGFISHER,remains water—hunger is the only story
THE KINGFISHER,he has ever heard in his life that he could believe.
THE KINGFISHER,I don’t say he’s right. Neither
THE KINGFISHER,do I say he’s wrong. Religiously he swallows the silver leaf
THE KINGFISHER,"with its broken red river, and with a rough and easy cry"
THE KINGFISHER,I couldn’t rouse out of my thoughtful body
THE KINGFISHER,"if my life depended on it, he swings back"
THE KINGFISHER,"over the bright sea to do the same thing, to do it"
THE KINGFISHER,"(as I long to do something, anything) perfectly."
THE KITTEN,More amazed than anything
THE KITTEN,I took the perfectly black
THE KITTEN,stillborn kitten
THE KITTEN,with the one large eye
THE KITTEN,in the center of its small forehead
THE KITTEN,from the house cat’s bed
THE KITTEN,and buried it in a field
THE KITTEN,behind the house.
THE KITTEN,I suppose I could have given it
THE KITTEN,"to a museum,"
THE KITTEN,I could have called the local
THE KITTEN,newspaper.
THE KITTEN,But instead I took it out into the field
THE KITTEN,and opened the earth
THE KITTEN,and put it back
THE KITTEN,"saying, it was real,"
THE KITTEN,"saying, life is infinitely inventive,"
THE KITTEN,"saying, what other amazements"
THE KITTEN,"lie in the dark seed of the earth, yes,"
THE KITTEN,I think I did right to go out alone
THE KITTEN,"and give it back peacefully, and cover the place"
THE KITTEN,with the reckless blossoms of weeds.
THE KOOKABURRAS,In every heart there is a coward and a procrastinator.
THE KOOKABURRAS,"In every heart there is a god of flowers, just waiting"
THE KOOKABURRAS,to come out of its cloud and lift its wings.
THE KOOKABURRAS,"The kookaburras, kingfishers, pressed against the edge of"
THE KOOKABURRAS,"their cage, they asked me to open the door."
THE KOOKABURRAS,"Years later I wake in the night and remember how I said to them,"
THE KOOKABURRAS,"no, and walked away."
THE KOOKABURRAS,They had the brown eyes of soft-hearted dogs.
THE KOOKABURRAS,"They didn’t want to do anything so extraordinary, only to fly"
THE KOOKABURRAS,home to their river.
THE KOOKABURRAS,By now I suppose the great darkness has covered them.
THE KOOKABURRAS,"As for myself, I am not yet a god of even the palest flowers."
THE KOOKABURRAS,Nothing else has changed either.
THE KOOKABURRAS,Someone tosses their white bones to the dung-heap.
THE KOOKABURRAS,The sun shines on the latch of their cage.
THE KOOKABURRAS,"I lie in the dark, my heart pounding."
THE LOON ON OAK-HEAD POND,"cries for three days, in the gray mist."
THE LOON ON OAK-HEAD POND,cries for the north it hopes it can find.
THE LOON ON OAK-HEAD POND,"plunges, and comes up with a slapping pickerel."
THE LOON ON OAK-HEAD POND,blinks its red eye.
THE LOON ON OAK-HEAD POND,cries again.
THE LOON ON OAK-HEAD POND,"you come every afternoon, and wait to hear it."
THE LOON ON OAK-HEAD POND,"you sit a long time, quiet, under the thick pines,"
THE LOON ON OAK-HEAD POND,in the silence that follows.
THE LOON ON OAK-HEAD POND,as though it were your own twilight.
THE LOON ON OAK-HEAD POND,as though it were your own vanishing song.
THE NIGHT TRAVELER,"Passing by, he could be anybody:"
THE NIGHT TRAVELER,"A thief, a tradesman, a doctor"
THE NIGHT TRAVELER,On his way to a worried house.
THE NIGHT TRAVELER,"But when he stops at your gate,"
THE NIGHT TRAVELER,"Under the room where you lie half-asleep,"
THE NIGHT TRAVELER,You know it is not just anyone—
THE NIGHT TRAVELER,It is the Night Traveler.
THE NIGHT TRAVELER,You lean your arms on the sill
THE NIGHT TRAVELER,And stare down. But all you can see
THE NIGHT TRAVELER,Are bits of wilderness attached to him—
THE NIGHT TRAVELER,"Twigs, loam and leaves,"
THE NIGHT TRAVELER,Vines and blossoms. Among these
THE NIGHT TRAVELER,"You feel his eyes, and his hands"
THE NIGHT TRAVELER,Lifting something in the air.
THE NIGHT TRAVELER,"He has a gift for you, but it has no name."
THE NIGHT TRAVELER,It is windy and woolly.
THE NIGHT TRAVELER,"He holds it in the moonlight, and it sings"
THE NIGHT TRAVELER,"Like a newborn beast,"
THE NIGHT TRAVELER,"Like a child at Christmas,"
THE NIGHT TRAVELER,Like your own heart as it tumbles
THE NIGHT TRAVELER,In love’s green bed.
THE NIGHT TRAVELER,"You take it, and he is gone."
THE NIGHT TRAVELER,"All night—and all your life, if you are willing—"
THE NIGHT TRAVELER,"It will nuzzle your face, cold-nosed,"
THE NIGHT TRAVELER,Like a small white wolf;
THE NIGHT TRAVELER,It will curl in your palm
THE NIGHT TRAVELER,Like a hard blue stone;
THE NIGHT TRAVELER,It will liquefy into a cold pool
THE NIGHT TRAVELER,"Which, when you dive into it,"
THE NIGHT TRAVELER,Will hold you like a mossy jaw.
THE NIGHT TRAVELER,A bath of light. An answer.
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,"The sea can do craziness, it can do smooth,"
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,it can lie down like silk breathing
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,or toss havoc shoreward; it can give
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,"gifts or withhold all; it can rise, ebb, froth"
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,"like an incoming frenzy of fountains, or it can"
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,"sweet-talk entirely. As I can too,"
THE POET COMPARES HUMAN NATURE TO THE OCEAN FROM WHICH WE CAME,"and so, no doubt, can you, and you."
THE POET WITH HIS FACE IN HIS HANDS,You want to cry aloud for your
THE POET WITH HIS FACE IN HIS HANDS,mistakes. But to tell the truth the world
THE POET WITH HIS FACE IN HIS HANDS,doesn’t need any more of that sound.
THE POET WITH HIS FACE IN HIS HANDS,So if you’re going to do it and can’t
THE POET WITH HIS FACE IN HIS HANDS,"stop yourself, if your pretty mouth can’t"
THE POET WITH HIS FACE IN HIS HANDS,"hold it in, at least go by yourself across"
THE POET WITH HIS FACE IN HIS HANDS,the forty fields and the forty dark inclines
THE POET WITH HIS FACE IN HIS HANDS,of rocks and water to the place where
THE POET WITH HIS FACE IN HIS HANDS,the falls are flinging out their white sheets
THE POET WITH HIS FACE IN HIS HANDS,"like crazy, and there is a cave behind all that"
THE POET WITH HIS FACE IN HIS HANDS,jubilation and water-fun and you can
THE POET WITH HIS FACE IN HIS HANDS,"stand there, under it, and roar all you"
THE POET WITH HIS FACE IN HIS HANDS,want and nothing will be disturbed; you can
THE POET WITH HIS FACE IN HIS HANDS,"drip with despair all afternoon and still,"
THE POET WITH HIS FACE IN HIS HANDS,"on a green branch, its wings just lightly touched"
THE POET WITH HIS FACE IN HIS HANDS,"by the passing foil of the water, the thrush,"
THE POET WITH HIS FACE IN HIS HANDS,"puffing out its spotted breast, will sing"
THE POET WITH HIS FACE IN HIS HANDS,"of the perfect, stone-hard beauty of everything."
THE POND,"August of another summer, and once again"
THE POND,I am drinking the sun
THE POND,and the lilies again are spread across the water.
THE POND,I know now what they want is to touch each other.
THE POND,I have not been here for many years
THE POND,during which time I kept living my life.
THE POND,"Like the heron, who can only croak, who wishes he"
THE POND,"could sing,"
THE POND,I wish I could sing.
THE POND,A little thanks from every throat would be appropriate.
THE POND,"This is how it has been, and this is how it is:"
THE POND,"All my life I have been able to feel happiness,"
THE POND,"except whatever was not happiness,"
THE POND,which I also remember.
THE POND,Each of us wears a shadow.
THE POND,But just now it is summer again
THE POND,"and I am watching the lilies bow to each other,"
THE POND,"then slide on the wind and the tug of desire,"
THE POND,"close, close to one another."
THE POND,"Soon now, I’ll turn and start for home."
THE POND,"And who knows, maybe I’ll be singing."
THE RABBIT,"Scatterghost,"
THE RABBIT,it can’t float away.
THE RABBIT,"And the rain, everybody’s brother,"
THE RABBIT,won’t help. And the wind all these days
THE RABBIT,flying like ten crazy sisters everywhere
THE RABBIT,"can’t seem to do a thing. No one but me,"
THE RABBIT,"and my hands like fire,"
THE RABBIT,to lift him to a last burrow. I wait
THE RABBIT,"days, while the body opens and begins"
THE RABBIT,to boil. I remember
THE RABBIT,"the leaping in the moonlight, and can’t touch it,"
THE RABBIT,wanting it miraculously to heal
THE RABBIT,and spring up
THE RABBIT,joyful. But finally
THE RABBIT,I do. And the day after I’ve shoveled
THE RABBIT,"the earth over, in a field nearby"
THE RABBIT,I find a small bird’s nest lined pale
THE RABBIT,and silvery and the chicks—
THE RABBIT,"are you listening, death?—warm in the rabbit’s fur."
THE ROSES,One day in summer
THE ROSES,when everything
THE ROSES,has already been more than enough
THE ROSES,the wild beds start
THE ROSES,exploding open along the berm
THE ROSES,of the sea; day after day
THE ROSES,you sit near them; day after day
THE ROSES,the honey keeps on coming
THE ROSES,in the red cups and the bees
THE ROSES,like amber drops roll
THE ROSES,"in the petals: there is no end,"
THE ROSES,"believe me! to the inventions of summer,"
THE ROSES,to the happiness your body
THE ROSES,is willing to bear.
THE STORM,Now through the white orchard my little dog
THE STORM,"romps, breaking the new snow"
THE STORM,with wild feet.
THE STORM,"Running here running there, excited,"
THE STORM,"hardly able to stop, he leaps, he spins"
THE STORM,until the white snow is written upon
THE STORM,"in large, exuberant letters,"
THE STORM,"a long sentence, expressing"
THE STORM,the pleasures of the body in this world.
THE SUMMER DAY,Who made the world?
THE SUMMER DAY,"Who made the swan, and the black bear?"
THE SUMMER DAY,Who made the grasshopper?
THE SUMMER DAY,"This grasshopper, I mean—"
THE SUMMER DAY,"the one who has flung herself out of the grass,"
THE SUMMER DAY,"the one who is eating sugar out of my hand,"
THE SUMMER DAY,who is moving her jaws back and forth instead of up and down—
THE SUMMER DAY,who is gazing around with her enormous and complicated eyes.
THE SUMMER DAY,Now she lifts her pale forearms and thoroughly washes her face.
THE SUMMER DAY,"Now she snaps her wings open, and floats away."
THE SUMMER DAY,I don’t know exactly what a prayer is.
THE SUMMER DAY,"I do know how to pay attention, how to fall down"
THE SUMMER DAY,"into the grass, how to kneel down in the grass,"
THE SUMMER DAY,"how to be idle and blessed, how to stroll through the fields,"
THE SUMMER DAY,which is what I have been doing all day.
THE SUMMER DAY,"Tell me, what else should I have done?"
THE SUMMER DAY,"Doesn’t everything die at last, and too soon?"
THE SUMMER DAY,"Tell me, what is it you plan to do"
THE SUMMER DAY,with your one wild and precious life?
THE SUN,Have you ever seen
THE SUN,anything
THE SUN,in your life
THE SUN,more wonderful
THE SUN,"than the way the sun,"
THE SUN,"every evening,"
THE SUN,"relaxed and easy,"
THE SUN,floats toward the horizon
THE SUN,"and into the clouds or the hills,"
THE SUN,"or the rumpled sea,"
THE SUN,and is gone—
THE SUN,and how it slides again
THE SUN,"out of the blackness,"
THE SUN,"every morning,"
THE SUN,"on the other side of the world,"
THE SUN,like a red flower
THE SUN,"streaming upward on its heavenly oils,"
THE SUN,"say, on a morning in early summer,"
THE SUN,at its perfect imperial distance—
THE SUN,and have you ever felt for anything
THE SUN,such wild love—
THE SUN,"do you think there is anywhere, in any language,"
THE SUN,a word billowing enough
THE SUN,for the pleasure
THE SUN,"that fills you,"
THE SUN,as the sun
THE SUN,"reaches out,"
THE SUN,as it warms you
THE SUN,"as you stand there,"
THE SUN,empty-handed—
THE SUN,or have you too
THE SUN,turned from this world—
THE SUN,or have you too
THE SUN,gone crazy
THE SUN,"for power,"
THE SUN,for things?
THE SUNFLOWERS,Come with me
THE SUNFLOWERS,into the field of sunflowers.
THE SUNFLOWERS,"Their faces are burnished disks,"
THE SUNFLOWERS,their dry spines
THE SUNFLOWERS,"creak like ship masts,"
THE SUNFLOWERS,"their green leaves,"
THE SUNFLOWERS,"so heavy and many,"
THE SUNFLOWERS,fill all day with the sticky
THE SUNFLOWERS,sugars of the sun.
THE SUNFLOWERS,Come with me
THE SUNFLOWERS,"to visit the sunflowers,"
THE SUNFLOWERS,they are shy
THE SUNFLOWERS,but want to be friends;
THE SUNFLOWERS,they have wonderful stories
THE SUNFLOWERS,of when they were young—
THE SUNFLOWERS,"the important weather,"
THE SUNFLOWERS,the wandering crows.
THE SUNFLOWERS,Don’t be afraid
THE SUNFLOWERS,to ask them questions!
THE SUNFLOWERS,"Their bright faces,"
THE SUNFLOWERS,"which follow the sun,"
THE SUNFLOWERS,"will listen, and all"
THE SUNFLOWERS,those rows of seeds—
THE SUNFLOWERS,each one a new life!—
THE SUNFLOWERS,hope for a deeper acquaintance;
THE SUNFLOWERS,"each of them, though it stands"
THE SUNFLOWERS,"in a crowd of many,"
THE SUNFLOWERS,"like a separate universe,"
THE SUNFLOWERS,"is lonely, the long work"
THE SUNFLOWERS,of turning their lives
THE SUNFLOWERS,into a celebration
THE SUNFLOWERS,is not easy. Come
THE SUNFLOWERS,"and let us talk with those modest faces,"
THE SUNFLOWERS,"the simple garments of leaves,"
THE SUNFLOWERS,the coarse roots in the earth
THE SUNFLOWERS,so uprightly burning.
THE SWAN,Across the wide waters
THE SWAN,something comes
THE SWAN,floating—a slim
THE SWAN,and delicate
THE SWAN,"ship, filled"
THE SWAN,with white flowers—
THE SWAN,and it moves
THE SWAN,on its miraculous muscles
THE SWAN,"as though time didn’t exist,"
THE SWAN,as though bringing such gifts
THE SWAN,to the dry shore
THE SWAN,was a happiness
THE SWAN,almost beyond bearing.
THE SWAN,"And now it turns its dark eyes,"
THE SWAN,it rearranges
THE SWAN,"the clouds of its wings,"
THE SWAN,it trails
THE SWAN,"an elaborate webbed foot,"
THE SWAN,the color of charcoal.
THE SWAN,Soon it will be here.
THE SWAN,"Oh, what shall I do"
THE SWAN,when that poppy-colored beak
THE SWAN,rests in my hand?
THE SWAN,Said Mrs. Blake of the poet:
THE SWAN,I miss my husband’s company—
THE SWAN,he is so often
THE SWAN,in paradise.
THE SWAN,Of course! the path to heaven
